                                                   
{'loss': 1.4432, 'grad_norm': 16.352027893066406, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.6141, 'grad_norm': 1.0996119976043701, 'learning_rate': 1.4427869256939403e-05, 'epoch': 1.12}
{'loss': 0.5953, 'grad_norm': 0.9808061122894287, 'learning_rate': 1.4403941515576344e-05, 'epoch': 1.13}
{'loss': 0.6142, 'grad_norm': 1.0086947679519653, 'learning_rate': 1.4379982452143706e-05, 'epoch': 1.13}
{'loss': 0.6585, 'grad_norm': 1.1125829219818115, 'learning_rate': 1.4355992237045078e-05, 'epoch': 1.13}
{'loss': 0.5911, 'grad_norm': 0.9997869729995728, 'learning_rate': 1.4331971040905615e-05, 'epoch': 1.13}
{'loss': 0.6189, 'grad_norm': 1.1094439029693604, 'learning_rate': 1.430791903457081e-05, 'epoch': 1.14}
{'loss': 0.588, 'grad_norm': 1.0542124509811401, 'learning_rate': 1.4283836389105293e-05, 'epoch': 1.14}
{'loss': 0.6033, 'grad_norm': 1.043982744216919, 'learning_rate': 1.4259723275791606e-05, 'epoch': 1.14}
{'loss': 0.6103, 'grad_norm': 0.9960297346115112, 'learning_rate': 1.4235579866128985e-05, 'epoch': 1.14}
{'loss': 0.5791, 'grad_norm': 1.056881070137024, 'learning_rate': 1.4211406331832147e-05, 'epoch': 1.15}
{'loss': 0.6692, 'grad_norm': 1.071297526359558, 'learning_rate': 1.418720284483006e-05, 'epoch': 1.15}
{'loss': 0.5931, 'grad_norm': 0.969022810459137, 'learning_rate': 1.416296957726472e-05, 'epoch': 1.15}
{'loss': 0.5659, 'grad_norm': 1.055853247642517, 'learning_rate': 1.4138706701489945e-05, 'epoch': 1.15}
{'loss': 0.6555, 'grad_norm': 1.0286391973495483, 'learning_rate': 1.4114414390070112e-05, 'epoch': 1.16}
{'loss': 0.6035, 'grad_norm': 0.9264488816261292, 'learning_rate': 1.4090092815778977e-05, 'epoch': 1.16}
{'loss': 0.5959, 'grad_norm': 1.0295850038528442, 'learning_rate': 1.406574215159841e-05, 'epoch': 1.16}
{'loss': 0.6208, 'grad_norm': 1.0775902271270752, 'learning_rate': 1.4041362570717171e-05, 'epoch': 1.16}
{'loss': 0.6417, 'grad_norm': 1.071354627609253, 'learning_rate': 1.4016954246529697e-05, 'epoch': 1.17}
{'loss': 0.6402, 'grad_norm': 1.0698164701461792, 'learning_rate': 1.3992517352634844e-05, 'epoch': 1.17}
{'loss': 0.5767, 'grad_norm': 0.9710446000099182, 'learning_rate': 1.3968052062834667e-05, 'epoch': 1.17}
{'loss': 0.5997, 'grad_norm': 0.9991536140441895, 'learning_rate': 1.3943558551133186e-05, 'epoch': 1.17}
{'loss': 0.6552, 'grad_norm': 1.1168078184127808, 'learning_rate': 1.391903699173514e-05, 'epoch': 1.18}
{'loss': 0.6567, 'grad_norm': 1.020057201385498, 'learning_rate': 1.3894487559044745e-05, 'epoch': 1.18}
{'loss': 0.6544, 'grad_norm': 1.0333852767944336, 'learning_rate': 1.3869910427664467e-05, 'epoch': 1.18}
{'loss': 0.6508, 'grad_norm': 1.1088881492614746, 'learning_rate': 1.384530577239377e-05, 'epoch': 1.18}
{'loss': 0.5918, 'grad_norm': 1.0106312036514282, 'learning_rate': 1.382067376822788e-05, 'epoch': 1.19}
{'loss': 0.6128, 'grad_norm': 0.9423321485519409, 'learning_rate': 1.3796014590356524e-05, 'epoch': 1.19}
{'loss': 0.6402, 'grad_norm': 1.165285348892212, 'learning_rate': 1.3771328414162714e-05, 'epoch': 1.19}
{'loss': 0.6377, 'grad_norm': 1.1253076791763306, 'learning_rate': 1.3746615415221466e-05, 'epoch': 1.19}
{'loss': 0.596, 'grad_norm': 1.0964670181274414, 'learning_rate': 1.3721875769298575e-05, 'epoch': 1.2}
{'loss': 0.5748, 'grad_norm': 1.2166441679000854, 'learning_rate': 1.3697109652349354e-05, 'epoch': 1.2}
{'loss': 0.6366, 'grad_norm': 0.990275502204895, 'learning_rate': 1.3672317240517388e-05, 'epoch': 1.2}
{'loss': 0.6202, 'grad_norm': 1.0142054557800293, 'learning_rate': 1.3647498710133274e-05, 'epoch': 1.2}
{'loss': 0.6821, 'grad_norm': 1.06514573097229, 'learning_rate': 1.3622654237713371e-05, 'epoch': 1.21}
{'loss': 0.6245, 'grad_norm': 1.0302402973175049, 'learning_rate': 1.3597783999958556e-05, 'epoch': 1.21}
{'loss': 0.5637, 'grad_norm': 0.9969462156295776, 'learning_rate': 1.3572888173752947e-05, 'epoch': 1.21}
{'loss': 0.614, 'grad_norm': 1.1128103733062744, 'learning_rate': 1.3547966936162648e-05, 'epoch': 1.21}
{'loss': 0.5976, 'grad_norm': 0.9889225363731384, 'learning_rate': 1.3523020464434515e-05, 'epoch': 1.22}
{'loss': 0.6661, 'grad_norm': 1.1150257587432861, 'learning_rate': 1.349804893599486e-05, 'epoch': 1.22}
{'loss': 0.5978, 'grad_norm': 0.9969600439071655, 'learning_rate': 1.3473052528448203e-05, 'epoch': 1.22}
{'loss': 0.6182, 'grad_norm': 1.0432852506637573, 'learning_rate': 1.3448031419576031e-05, 'epoch': 1.22}
{'loss': 0.6452, 'grad_norm': 1.08473539352417, 'learning_rate': 1.3422985787335494e-05, 'epoch': 1.23}
{'loss': 0.5806, 'grad_norm': 1.0052924156188965, 'learning_rate': 1.3397915809858169e-05, 'epoch': 1.23}
{'loss': 0.616, 'grad_norm': 1.0284316539764404, 'learning_rate': 1.3372821665448776e-05, 'epoch': 1.23}
{'loss': 0.6077, 'grad_norm': 1.0604979991912842, 'learning_rate': 1.3347703532583928e-05, 'epoch': 1.23}
{'loss': 0.6554, 'grad_norm': 1.008651614189148, 'learning_rate': 1.3322561589910841e-05, 'epoch': 1.23}
{'loss': 0.6243, 'grad_norm': 0.981379508972168, 'learning_rate': 1.3297396016246077e-05, 'epoch': 1.24}
{'loss': 0.6451, 'grad_norm': 1.101561188697815, 'learning_rate': 1.3272206990574264e-05, 'epoch': 1.24}
{'loss': 0.5925, 'grad_norm': 1.0604530572891235, 'learning_rate': 1.3246994692046837e-05, 'epoch': 1.24}
{'loss': 0.6233, 'grad_norm': 1.0279165506362915, 'learning_rate': 1.322175929998074e-05, 'epoch': 1.24}
{'loss': 0.5926, 'grad_norm': 0.9821605086326599, 'learning_rate': 1.3196500993857182e-05, 'epoch': 1.25}
{'loss': 0.6226, 'grad_norm': 1.0651860237121582, 'learning_rate': 1.3171219953320331e-05, 'epoch': 1.25}
{'loss': 0.6613, 'grad_norm': 0.9939890503883362, 'learning_rate': 1.3145916358176045e-05, 'epoch': 1.25}
{'loss': 0.6683, 'grad_norm': 0.9968215227127075, 'learning_rate': 1.312059038839061e-05, 'epoch': 1.25}
{'loss': 0.6396, 'grad_norm': 1.227554440498352, 'learning_rate': 1.3095242224089435e-05, 'epoch': 1.26}
{'loss': 0.6154, 'grad_norm': 1.0422627925872803, 'learning_rate': 1.3069872045555792e-05, 'epoch': 1.26}
{'loss': 0.6109, 'grad_norm': 1.0306860208511353, 'learning_rate': 1.3044480033229515e-05, 'epoch': 1.26}
{'loss': 0.5868, 'grad_norm': 1.099770188331604, 'learning_rate': 1.3019066367705734e-05, 'epoch': 1.26}
{'loss': 0.6368, 'grad_norm': 1.0305801630020142, 'learning_rate': 1.2993631229733584e-05, 'epoch': 1.27}
{'loss': 0.623, 'grad_norm': 1.004379391670227, 'learning_rate': 1.2968174800214901e-05, 'epoch': 1.27}
{'loss': 0.6067, 'grad_norm': 1.0362744331359863, 'learning_rate': 1.2942697260202976e-05, 'epoch': 1.27}
{'loss': 0.5728, 'grad_norm': 1.103575348854065, 'learning_rate': 1.2917198790901231e-05, 'epoch': 1.27}
{'loss': 0.6316, 'grad_norm': 1.00639808177948, 'learning_rate': 1.2891679573661939e-05, 'epoch': 1.28}
{'loss': 0.591, 'grad_norm': 1.0299307107925415, 'learning_rate': 1.2866139789984953e-05, 'epoch': 1.28}
{'loss': 0.604, 'grad_norm': 0.9983310699462891, 'learning_rate': 1.2840579621516383e-05, 'epoch': 1.28}
{'loss': 0.6201, 'grad_norm': 1.0110477209091187, 'learning_rate': 1.2814999250047335e-05, 'epoch': 1.28}
{'loss': 0.608, 'grad_norm': 1.0658084154129028, 'learning_rate': 1.2789398857512598e-05, 'epoch': 1.29}
{'loss': 0.6233, 'grad_norm': 1.0250338315963745, 'learning_rate': 1.2763778625989355e-05, 'epoch': 1.29}
{'loss': 0.5977, 'grad_norm': 1.052213430404663, 'learning_rate': 1.2738138737695895e-05, 'epoch': 1.29}
{'loss': 0.6237, 'grad_norm': 0.990190863609314, 'learning_rate': 1.2712479374990303e-05, 'epoch': 1.29}
{'loss': 0.6991, 'grad_norm': 1.029416561126709, 'learning_rate': 1.2686800720369186e-05, 'epoch': 1.3}
{'loss': 0.6666, 'grad_norm': 0.9854934811592102, 'learning_rate': 1.2661102956466345e-05, 'epoch': 1.3}
{'loss': 0.6148, 'grad_norm': 1.0748727321624756, 'learning_rate': 1.26353862660515e-05, 'epoch': 1.3}
{'loss': 0.6449, 'grad_norm': 0.9657366275787354, 'learning_rate': 1.2609650832028979e-05, 'epoch': 1.3}
{'loss': 0.6246, 'grad_norm': 1.0715534687042236, 'learning_rate': 1.258389683743642e-05, 'epoch': 1.31}
{'loss': 0.6292, 'grad_norm': 0.9534011483192444, 'learning_rate': 1.255812446544347e-05, 'epoch': 1.31}
{'loss': 0.6448, 'grad_norm': 1.0662351846694946, 'learning_rate': 1.2532333899350482e-05, 'epoch': 1.31}
{'loss': 0.6221, 'grad_norm': 0.994473397731781, 'learning_rate': 1.2506525322587207e-05, 'epoch': 1.31}
{'loss': 0.5791, 'grad_norm': 1.1070501804351807, 'learning_rate': 1.2480698918711496e-05, 'epoch': 1.32}
{'loss': 0.6194, 'grad_norm': 1.117314338684082, 'learning_rate': 1.2454854871407993e-05, 'epoch': 1.32}
{'loss': 0.6175, 'grad_norm': 1.0298291444778442, 'learning_rate': 1.2428993364486824e-05, 'epoch': 1.32}
{'loss': 0.581, 'grad_norm': 0.9712587594985962, 'learning_rate': 1.240311458188229e-05, 'epoch': 1.32}
{'loss': 0.6109, 'grad_norm': 1.0806047916412354, 'learning_rate': 1.2377218707651563e-05, 'epoch': 1.33}
{'loss': 0.6661, 'grad_norm': 1.1286627054214478, 'learning_rate': 1.2351305925973387e-05, 'epoch': 1.33}
{'loss': 0.5954, 'grad_norm': 1.0141314268112183, 'learning_rate': 1.232537642114674e-05, 'epoch': 1.33}
{'loss': 0.6397, 'grad_norm': 1.0572460889816284, 'learning_rate': 1.2299430377589548e-05, 'epoch': 1.33}
{'loss': 0.5994, 'grad_norm': 1.0137052536010742, 'learning_rate': 1.2273467979837363e-05, 'epoch': 1.34}
{'loss': 0.6147, 'grad_norm': 1.0560671091079712, 'learning_rate': 1.2247489412542055e-05, 'epoch': 1.34}
{'loss': 0.6274, 'grad_norm': 1.0468668937683105, 'learning_rate': 1.2221494860470493e-05, 'epoch': 1.34}
{'loss': 0.6299, 'grad_norm': 0.997384786605835, 'learning_rate': 1.2195484508503235e-05, 'epoch': 1.34}
{'loss': 0.6142, 'grad_norm': 1.0382336378097534, 'learning_rate': 1.2169458541633217e-05, 'epoch': 1.35}
{'loss': 0.6603, 'grad_norm': 0.9920856356620789, 'learning_rate': 1.2143417144964425e-05, 'epoch': 1.35}
{'loss': 0.5761, 'grad_norm': 1.0415112972259521, 'learning_rate': 1.211736050371059e-05, 'epoch': 1.35}
{'loss': 0.6276, 'grad_norm': 1.0509523153305054, 'learning_rate': 1.209128880319387e-05, 'epoch': 1.35}
{'loss': 0.5862, 'grad_norm': 1.0336859226226807, 'learning_rate': 1.2065202228843525e-05, 'epoch': 1.36}
{'loss': 0.6434, 'grad_norm': 1.014520525932312, 'learning_rate': 1.2039100966194594e-05, 'epoch': 1.36}
{'loss': 0.619, 'grad_norm': 1.001312017440796, 'learning_rate': 1.2012985200886602e-05, 'epoch': 1.36}
{'loss': 0.6532, 'grad_norm': 0.9673525094985962, 'learning_rate': 1.1986855118662207e-05, 'epoch': 1.36}
{'loss': 0.5844, 'grad_norm': 1.0502556562423706, 'learning_rate': 1.1960710905365893e-05, 'epoch': 1.37}
{'loss': 0.6412, 'grad_norm': 1.0669156312942505, 'learning_rate': 1.1934552746942653e-05, 'epoch': 1.37}
{'loss': 0.6553, 'grad_norm': 1.1444249153137207, 'learning_rate': 1.1908380829436668e-05, 'epoch': 1.37}
{'loss': 0.6102, 'grad_norm': 1.0547688007354736, 'learning_rate': 1.1882195338989959e-05, 'epoch': 1.37}
{'loss': 0.6289, 'grad_norm': 1.1165584325790405, 'learning_rate': 1.1855996461841095e-05, 'epoch': 1.38}
{'loss': 0.6302, 'grad_norm': 1.0752148628234863, 'learning_rate': 1.1829784384323857e-05, 'epoch': 1.38}
{'loss': 0.632, 'grad_norm': 1.147628903388977, 'learning_rate': 1.18035592928659e-05, 'epoch': 1.38}
{'loss': 0.6114, 'grad_norm': 0.9774715304374695, 'learning_rate': 1.1777321373987448e-05, 'epoch': 1.38}
{'loss': 0.613, 'grad_norm': 1.071789264678955, 'learning_rate': 1.175107081429995e-05, 'epoch': 1.39}
{'loss': 0.5929, 'grad_norm': 1.0170854330062866, 'learning_rate': 1.1724807800504768e-05, 'epoch': 1.39}
{'loss': 0.6414, 'grad_norm': 1.088096261024475, 'learning_rate': 1.1698532519391827e-05, 'epoch': 1.39}
{'loss': 0.6599, 'grad_norm': 1.0490877628326416, 'learning_rate': 1.1672245157838318e-05, 'epoch': 1.39}
{'loss': 0.6262, 'grad_norm': 1.0603102445602417, 'learning_rate': 1.164594590280734e-05, 'epoch': 1.4}
{'loss': 0.6231, 'grad_norm': 1.0164557695388794, 'learning_rate': 1.1619634941346587e-05, 'epoch': 1.4}
{'loss': 0.6209, 'grad_norm': 1.1009998321533203, 'learning_rate': 1.1593312460587005e-05, 'epoch': 1.4}
{'loss': 0.644, 'grad_norm': 1.089266061782837, 'learning_rate': 1.156697864774148e-05, 'epoch': 1.4}
{'loss': 0.5848, 'grad_norm': 0.9964955449104309, 'learning_rate': 1.1540633690103488e-05, 'epoch': 1.41}
{'loss': 0.5795, 'grad_norm': 1.0333893299102783, 'learning_rate': 1.1514277775045768e-05, 'epoch': 1.41}
{'loss': 0.5803, 'grad_norm': 1.0365324020385742, 'learning_rate': 1.1487911090018995e-05, 'epoch': 1.41}
{'loss': 0.5723, 'grad_norm': 1.0732229948043823, 'learning_rate': 1.1461533822550443e-05, 'epoch': 1.41}
{'loss': 0.6522, 'grad_norm': 1.1083574295043945, 'learning_rate': 1.1435146160242648e-05, 'epoch': 1.42}
{'loss': 0.637, 'grad_norm': 1.0899261236190796, 'learning_rate': 1.140874829077208e-05, 'epoch': 1.42}
{'loss': 0.6125, 'grad_norm': 1.1397260427474976, 'learning_rate': 1.1382340401887808e-05, 'epoch': 1.42}
{'loss': 0.6666, 'grad_norm': 1.2356147766113281, 'learning_rate': 1.1355922681410155e-05, 'epoch': 1.42}
{'loss': 0.5862, 'grad_norm': 1.0372902154922485, 'learning_rate': 1.1329495317229374e-05, 'epoch': 1.43}
{'loss': 0.5874, 'grad_norm': 1.0099319219589233, 'learning_rate': 1.1303058497304304e-05, 'epoch': 1.43}
{'loss': 0.608, 'grad_norm': 0.9308565855026245, 'learning_rate': 1.1276612409661037e-05, 'epoch': 1.43}
{'loss': 0.6259, 'grad_norm': 1.0683681964874268, 'learning_rate': 1.125015724239158e-05, 'epoch': 1.43}
{'loss': 0.6831, 'grad_norm': 1.0074903964996338, 'learning_rate': 1.1223693183652518e-05, 'epoch': 1.44}
{'loss': 0.6057, 'grad_norm': 0.9742518663406372, 'learning_rate': 1.1197220421663675e-05, 'epoch': 1.44}
{'loss': 0.661, 'grad_norm': 1.081132173538208, 'learning_rate': 1.1170739144706766e-05, 'epoch': 1.44}
{'loss': 0.7041, 'grad_norm': 1.1137973070144653, 'learning_rate': 1.114424954112408e-05, 'epoch': 1.44}
{'loss': 0.6335, 'grad_norm': 1.07741379737854, 'learning_rate': 1.111775179931712e-05, 'epoch': 1.45}
{'loss': 0.6172, 'grad_norm': 1.12362539768219, 'learning_rate': 1.109124610774527e-05, 'epoch': 1.45}
{'loss': 0.6566, 'grad_norm': 1.1401060819625854, 'learning_rate': 1.1064732654924462e-05, 'epoch': 1.45}
{'loss': 0.6273, 'grad_norm': 1.0648419857025146, 'learning_rate': 1.1038211629425816e-05, 'epoch': 1.45}
{'loss': 0.6071, 'grad_norm': 1.0155613422393799, 'learning_rate': 1.1011683219874324e-05, 'epoch': 1.46}
{'loss': 0.6196, 'grad_norm': 1.0717923641204834, 'learning_rate': 1.0985147614947484e-05, 'epoch': 1.46}
{'loss': 0.6747, 'grad_norm': 1.1164462566375732, 'learning_rate': 1.0958605003373977e-05, 'epoch': 1.46}
{'loss': 0.6373, 'grad_norm': 1.112583875656128, 'learning_rate': 1.0932055573932317e-05, 'epoch': 1.46}
{'loss': 0.6698, 'grad_norm': 1.0537935495376587, 'learning_rate': 1.0905499515449501e-05, 'epoch': 1.46}
{'loss': 0.563, 'grad_norm': 1.0681638717651367, 'learning_rate': 1.0878937016799684e-05, 'epoch': 1.47}
{'loss': 0.6312, 'grad_norm': 0.9801918268203735, 'learning_rate': 1.085236826690282e-05, 'epoch': 1.47}
{'loss': 0.6583, 'grad_norm': 1.1159905195236206, 'learning_rate': 1.0825793454723325e-05, 'epoch': 1.47}
{'loss': 0.6184, 'grad_norm': 1.106142520904541, 'learning_rate': 1.0799212769268727e-05, 'epoch': 1.47}
{'loss': 0.6088, 'grad_norm': 1.0775412321090698, 'learning_rate': 1.0772626399588337e-05, 'epoch': 1.48}
{'loss': 0.6193, 'grad_norm': 0.9922209978103638, 'learning_rate': 1.0746034534771881e-05, 'epoch': 1.48}
{'loss': 0.5778, 'grad_norm': 1.081737756729126, 'learning_rate': 1.071943736394817e-05, 'epoch': 1.48}
{'loss': 0.6434, 'grad_norm': 1.015513300895691, 'learning_rate': 1.069283507628377e-05, 'epoch': 1.48}
{'loss': 0.6355, 'grad_norm': 1.0504409074783325, 'learning_rate': 1.0666227860981615e-05, 'epoch': 1.49}
{'loss': 0.6941, 'grad_norm': 1.1217973232269287, 'learning_rate': 1.06396159072797e-05, 'epoch': 1.49}
{'loss': 0.6149, 'grad_norm': 1.0841076374053955, 'learning_rate': 1.0612999404449722e-05, 'epoch': 1.49}
{'loss': 0.6723, 'grad_norm': 1.0765907764434814, 'learning_rate': 1.0586378541795723e-05, 'epoch': 1.49}
{'loss': 0.6198, 'grad_norm': 1.054538607597351, 'learning_rate': 1.055975350865276e-05, 'epoch': 1.5}
{'loss': 0.639, 'grad_norm': 0.9865109324455261, 'learning_rate': 1.0533124494385552e-05, 'epoch': 1.5}
{'loss': 0.6585, 'grad_norm': 0.9962068796157837, 'learning_rate': 1.0506491688387128e-05, 'epoch': 1.5}
{'loss': 0.6279, 'grad_norm': 1.1061526536941528, 'learning_rate': 1.0479855280077493e-05, 'epoch': 1.5}
{'loss': 0.6644, 'grad_norm': 1.0448089838027954, 'learning_rate': 1.0453215458902264e-05, 'epoch': 1.51}
{'loss': 0.6168, 'grad_norm': 1.1279369592666626, 'learning_rate': 1.0426572414331338e-05, 'epoch': 1.51}
{'loss': 0.6422, 'grad_norm': 1.0533725023269653, 'learning_rate': 1.0399926335857532e-05, 'epoch': 1.51}
{'loss': 0.6141, 'grad_norm': 1.061623454093933, 'learning_rate': 1.0373277412995242e-05, 'epoch': 1.51}
{'loss': 0.5985, 'grad_norm': 1.000072717666626, 'learning_rate': 1.0346625835279103e-05, 'epoch': 1.52}
{'loss': 0.621, 'grad_norm': 1.081831932067871, 'learning_rate': 1.031997179226262e-05, 'epoch': 1.52}
{'loss': 0.599, 'grad_norm': 0.986674427986145, 'learning_rate': 1.0293315473516833e-05, 'epoch': 1.52}
{'loss': 0.645, 'grad_norm': 1.0245816707611084, 'learning_rate': 1.0266657068628983e-05, 'epoch': 1.52}
{'loss': 0.64, 'grad_norm': 1.012461543083191, 'learning_rate': 1.0239996767201123e-05, 'epoch': 1.53}
{'loss': 0.6284, 'grad_norm': 1.03081476688385, 'learning_rate': 1.0213334758848817e-05, 'epoch': 1.53}
{'loss': 0.6286, 'grad_norm': 1.1484644412994385, 'learning_rate': 1.0186671233199759e-05, 'epoch': 1.53}
{'loss': 0.5809, 'grad_norm': 1.0039008855819702, 'learning_rate': 1.0160006379892436e-05, 'epoch': 1.53}
{'loss': 0.603, 'grad_norm': 1.1091539859771729, 'learning_rate': 1.0133340388574775e-05, 'epoch': 1.54}
{'loss': 0.6137, 'grad_norm': 1.1233712434768677, 'learning_rate': 1.0106673448902802e-05, 'epoch': 1.54}
{'loss': 0.623, 'grad_norm': 1.0605623722076416, 'learning_rate': 1.0080005750539288e-05, 'epoch': 1.54}
{'loss': 0.6352, 'grad_norm': 1.0478461980819702, 'learning_rate': 1.005333748315239e-05, 'epoch': 1.54}
{'loss': 0.6053, 'grad_norm': 1.133514404296875, 'learning_rate': 1.0026668836414325e-05, 'epoch': 1.55}
{'loss': 0.6402, 'grad_norm': 1.092956304550171, 'learning_rate': 1e-05, 'epoch': 1.55}
{'loss': 0.6044, 'grad_norm': 1.2107620239257812, 'learning_rate': 9.97333116358568e-06, 'epoch': 1.55}
{'loss': 0.6601, 'grad_norm': 1.1756411790847778, 'learning_rate': 9.946662516847612e-06, 'epoch': 1.55}
{'loss': 0.5934, 'grad_norm': 1.0209391117095947, 'learning_rate': 9.919994249460719e-06, 'epoch': 1.56}
{'loss': 0.5912, 'grad_norm': 1.0482380390167236, 'learning_rate': 9.893326551097198e-06, 'epoch': 1.56}
{'loss': 0.6071, 'grad_norm': 1.0990620851516724, 'learning_rate': 9.866659611425227e-06, 'epoch': 1.56}
{'loss': 0.6527, 'grad_norm': 1.05341374874115, 'learning_rate': 9.839993620107566e-06, 'epoch': 1.56}
{'loss': 0.6232, 'grad_norm': 1.0295217037200928, 'learning_rate': 9.813328766800243e-06, 'epoch': 1.57}
{'loss': 0.6064, 'grad_norm': 1.037340760231018, 'learning_rate': 9.786665241151185e-06, 'epoch': 1.57}
{'loss': 0.6308, 'grad_norm': 1.0733745098114014, 'learning_rate': 9.760003232798879e-06, 'epoch': 1.57}
{'loss': 0.6732, 'grad_norm': 1.1226164102554321, 'learning_rate': 9.733342931371024e-06, 'epoch': 1.57}
{'loss': 0.6232, 'grad_norm': 1.0420693159103394, 'learning_rate': 9.706684526483168e-06, 'epoch': 1.58}
{'loss': 0.5993, 'grad_norm': 1.1131744384765625, 'learning_rate': 9.680028207737384e-06, 'epoch': 1.58}
{'loss': 0.6097, 'grad_norm': 1.0268144607543945, 'learning_rate': 9.653374164720898e-06, 'epoch': 1.58}
{'loss': 0.6368, 'grad_norm': 1.0801466703414917, 'learning_rate': 9.62672258700476e-06, 'epoch': 1.58}
{'loss': 0.6385, 'grad_norm': 1.0928703546524048, 'learning_rate': 9.600073664142473e-06, 'epoch': 1.59}
{'loss': 0.6611, 'grad_norm': 1.1201618909835815, 'learning_rate': 9.573427585668666e-06, 'epoch': 1.59}
{'loss': 0.6469, 'grad_norm': 1.1506646871566772, 'learning_rate': 9.54678454109774e-06, 'epoch': 1.59}
{'loss': 0.6217, 'grad_norm': 1.048302412033081, 'learning_rate': 9.52014471992251e-06, 'epoch': 1.59}
{'loss': 0.6167, 'grad_norm': 1.1184113025665283, 'learning_rate': 9.493508311612874e-06, 'epoch': 1.6}
{'loss': 0.6457, 'grad_norm': 1.0477231740951538, 'learning_rate': 9.46687550561445e-06, 'epoch': 1.6}
{'loss': 0.6741, 'grad_norm': 1.039485216140747, 'learning_rate': 9.440246491347244e-06, 'epoch': 1.6}
{'loss': 0.6282, 'grad_norm': 0.955771803855896, 'learning_rate': 9.413621458204282e-06, 'epoch': 1.6}
{'loss': 0.6299, 'grad_norm': 1.0163453817367554, 'learning_rate': 9.387000595550282e-06, 'epoch': 1.61}
{'loss': 0.5923, 'grad_norm': 1.0990831851959229, 'learning_rate': 9.360384092720303e-06, 'epoch': 1.61}
{'loss': 0.6369, 'grad_norm': 1.0478614568710327, 'learning_rate': 9.333772139018388e-06, 'epoch': 1.61}
{'loss': 0.6075, 'grad_norm': 1.004376769065857, 'learning_rate': 9.307164923716234e-06, 'epoch': 1.61}
{'loss': 0.6131, 'grad_norm': 1.0101009607315063, 'learning_rate': 9.28056263605183e-06, 'epoch': 1.62}
{'loss': 0.6308, 'grad_norm': 1.040239930152893, 'learning_rate': 9.253965465228122e-06, 'epoch': 1.62}
{'loss': 0.6555, 'grad_norm': 1.0832411050796509, 'learning_rate': 9.227373600411668e-06, 'epoch': 1.62}
{'loss': 0.612, 'grad_norm': 0.9053936004638672, 'learning_rate': 9.200787230731275e-06, 'epoch': 1.62}
{'loss': 0.6448, 'grad_norm': 0.948490560054779, 'learning_rate': 9.174206545276678e-06, 'epoch': 1.63}
{'loss': 0.6331, 'grad_norm': 1.105715036392212, 'learning_rate': 9.14763173309718e-06, 'epoch': 1.63}
{'loss': 0.6056, 'grad_norm': 0.9262919425964355, 'learning_rate': 9.12106298320032e-06, 'epoch': 1.63}
{'loss': 0.5927, 'grad_norm': 1.1078827381134033, 'learning_rate': 9.0945004845505e-06, 'epoch': 1.63}
{'loss': 0.6137, 'grad_norm': 1.0513124465942383, 'learning_rate': 9.067944426067688e-06, 'epoch': 1.64}
{'loss': 0.5925, 'grad_norm': 0.9436794519424438, 'learning_rate': 9.041394996626028e-06, 'epoch': 1.64}
{'loss': 0.6115, 'grad_norm': 1.0087782144546509, 'learning_rate': 9.014852385052519e-06, 'epoch': 1.64}
{'loss': 0.5692, 'grad_norm': 0.9813898801803589, 'learning_rate': 8.98831678012568e-06, 'epoch': 1.64}
{'loss': 0.6022, 'grad_norm': 0.9961179494857788, 'learning_rate': 8.961788370574184e-06, 'epoch': 1.65}
{'loss': 0.6052, 'grad_norm': 0.9669093489646912, 'learning_rate': 8.935267345075541e-06, 'epoch': 1.65}
{'loss': 0.6403, 'grad_norm': 1.1091150045394897, 'learning_rate': 8.90875389225473e-06, 'epoch': 1.65}
{'loss': 0.6308, 'grad_norm': 0.9521384239196777, 'learning_rate': 8.882248200682882e-06, 'epoch': 1.65}
{'loss': 0.6148, 'grad_norm': 1.1085090637207031, 'learning_rate': 8.855750458875924e-06, 'epoch': 1.66}
{'loss': 0.6185, 'grad_norm': 1.1371867656707764, 'learning_rate': 8.829260855293237e-06, 'epoch': 1.66}
{'loss': 0.6044, 'grad_norm': 1.0132145881652832, 'learning_rate': 8.80277957833633e-06, 'epoch': 1.66}
{'loss': 0.6402, 'grad_norm': 1.0539416074752808, 'learning_rate': 8.776306816347484e-06, 'epoch': 1.66}
{'loss': 0.5879, 'grad_norm': 1.023195505142212, 'learning_rate': 8.749842757608423e-06, 'epoch': 1.67}
{'loss': 0.6215, 'grad_norm': 1.0044323205947876, 'learning_rate': 8.723387590338965e-06, 'epoch': 1.67}
{'loss': 0.6459, 'grad_norm': 1.0161856412887573, 'learning_rate': 8.6969415026957e-06, 'epoch': 1.67}
{'loss': 0.6365, 'grad_norm': 0.9766635894775391, 'learning_rate': 8.670504682770632e-06, 'epoch': 1.67}
{'loss': 0.6376, 'grad_norm': 1.029188871383667, 'learning_rate': 8.644077318589848e-06, 'epoch': 1.68}
{'loss': 0.6203, 'grad_norm': 1.1094474792480469, 'learning_rate': 8.617659598112195e-06, 'epoch': 1.68}
{'loss': 0.6531, 'grad_norm': 1.0966953039169312, 'learning_rate': 8.59125170922792e-06, 'epoch': 1.68}
{'loss': 0.6079, 'grad_norm': 1.0127918720245361, 'learning_rate': 8.564853839757357e-06, 'epoch': 1.68}
